,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%)
"2019","07","아시아","미얀마","5,421","-14.08","1,657","-9.01","12","0.00","114","50.00","72","20.00","3,566","-17.83"
"2019","07","아시아","GCC","4,638","15.92","4,494","19.87","5","-82.14","13","-72.92","40","-50.00","86","-10.42"
"2019","07","아시아","카자흐스탄","4,953","11.45","3,612","10.93","11","10.00","4","100.00","81","2.53","1,245","13.49"
"2019","07","아시아","터키","2,962","10.40","1,684","7.74","18","50.00","34","-34.62","34","-15.00","1,192","17.32"
"2019","07","아시아","캄보디아","2,565","2.31","961","9.20","56","64.71","141","135.00","51","-5.56","1,356","-8.32"
"2019","07","아시아","스리랑카","1,355","-11.15","241","0.00","54","10.20","3","-81.25","38","58.33","1,019","-14.73"
"2019","07","아시아","방글라데시","1,196","-12.25","221","-28.48","135","6.30","119","21.43","72","5.88","649","-14.72"
"2019","07","아시아","파키스탄","1,087","-9.79","389","-5.58","212","-29.10","27","-10.00","114","-8.80","345","1.77"
"2019","07","아시아","이스라엘","1,320","11.30","1,274","13.35","8","33.33","4","0.00","4","100.00","30","-44.44"
"2019","07","아시아","이란","318","-54.83","178","-42.95","57","-71.36","11","10.00","26","0.00","46","-70.70"
"2019","07","아시아","아시아 기타","5,878","2.07","2,541","8.08","471","10.82","163","-27.88","229","35.50","2,474","-4.40"
"2019","07","아시아 소계","","1,195,083","17.81","1,032,024","20.55","11,788","-3.68","2,464","7.93","17,631","12.67","131,176","2.39"
"2019","07","아메리카","미국","97,428","7.93","77,224","7.04","359","16.94","3,486","28.78","190","8.57","16,169","8.24"
"2019","07","아메리카","캐나다","16,103","7.34","11,868","7.39","36","-5.26","37","48.00","51","64.52","4,111","6.59"
"2019","07","아메리카","브라질","1,979","22.84","1,582","27.38","16","128.57","10","11.11","29","26.09","342","3.64"
"2019","07","아메리카","멕시코","3,253","11.60","2,669","10.38","8","300.00","4","0.00","81","42.11","491","13.13"
"2019","07","아메리카","아메리카 기타","3,494","17.92","2,823","22.37","21","50.00","44","69.23","104","0.97","502","-2.14"
"2019","07","아메리카 소계","","122,257","8.42","96,166","7.86","440","19.57","3,581","29.23","455","16.97","21,615","7.69"
"2019","07","유럽","러시아","28,421","0.57","21,331","-3.78","164","27.13","43","22.86","109","13.54","6,774","16.15"
"2019","07","유럽","영국","10,826","1.34","9,208","2.29","128","-7.91","14","-26.32","44","7.32","1,432","-3.37"
"2019","07","유럽","독일","9,675","6.31","7,953","7.37","211","-1.40","29","38.10","109","-24.31","1,373","4.41"
"2019","07","유럽","프랑스","10,716","11.80","9,121","11.80","207","12.50","48","50.00","217","24.00","1,123","8.40"
"2019","07","유럽","이탈리아","4,388","14.90","3,259","13.79","62","-7.46","13","30.00","36","63.64","1,018","18.93"
"2019","07","유럽","네덜란드","4,141","16.03","3,500","17.29","49","40.00","10","42.86","43","19.44","539","6.31"
"2019","07","유럽","우크라이나","2,230","5.44","813","14.83","100","63.93","5","25.00","31","158.33","1,281","-3.68"
"2019","07","유럽","스페인","3,066","15.31","2,709","15.28","18","0.00","20","42.86","35","29.63","284","13.60"
"2019","07","유럽","루마니아","945","4.42","503","23.89","8","0.00","1","0.00","6","-53.85","427","-10.67"
"2019","07","유럽","노르웨이","1,494","15.55","1,398","28.73","19","-85.27","4","100.00","18","200.00","55","-21.43"
"2019","07","유럽","스웨덴","1,727","9.79","1,558","7.75","19","-34.48","6","-57.14","13","-13.33","131","89.86"
"2019","07","유럽","폴란드","1,954","3.17","1,330","4.56","12","0.00","1","0.00","24","50.00","587","-1.01"
"2019","07","유럽","스위스","2,029","22.60","1,921","25.64","13","-48.00","4","33.33","15","-25.00","76","-2.56"
"2019","07","유럽","포르투갈","957","-1.34","850","-2.75","5","25.00","1","0.00","6","500.00","95","4.40"
"2019","07","유럽","오스트리아","1,174","8.50","1,000","7.64","6","-25.00","0","0.00","17","183.33","151","8.63"
"2019","07","유럽","핀란드","1,013","6.30","622","6.87","8","-20.00","0","-100.00","14","-30.00","369","8.85"
"2019","07","유럽","벨기에","1,549","20.92","1,374","24.80","15","-6.25","1","-66.67","13","-7.14","146","-0.68"
"2019","07","유럽","크로아티아","455","4.12","289","24.57","3","-66.67","0","-100.00","2","0.00","161","-16.58"
"2019","07","유럽","그리스","799","13.82","569","24.51","11","-21.43","5","66.67","1","0.00","213","-6.17"
"2019","07","유럽","불가리아","543","6.05","311","21.96","2","100.00","3","50.00","8","-11.11","219","-10.61"
"2019","07","유럽","덴마크","1,507","24.65","1,348","28.26","8","-42.86","10","150.00","15","-11.76","126","2.44"
"2019","07","유럽","아일랜드","806","8.19","658","4.11","6","0.00","2","100.00","2","0.00","138","32.69"
"2019","07","유럽","유럽 기타","4,106","24.35","2,858","28.16","36","-25.00","47","370.00","57","-5.00","1,108","16.14"
"2019","07","유럽 소계","","94,521","7.04","74,483","6.83","1,110","-5.93","267","42.02","835","10.60","17,826","8.31"
"2019","07","오세아니아","오스트레일리아","11,840","3.04","10,403","3.06","79","-17.71","40","135.29","40","48.15","1,278","1.67"
"2019","07","오세아니아","뉴질랜드","2,799","4.83","2,176","2.79","14","133.33","5","25.00","5","400.00","599","10.52"
"2019","07","오세아니아","오세아니아 기타","566","-1.39","464","1.31","4","300.00","9","-25.00","8","166.67","81","-19.00"
"2019","07","오세아니아 소계","","15,205","3.19","13,043","2.95","97","-5.83","54","63.64","53","70.97","1,958","3.11"
"2019","07","아프리카","남아프리카공화국","933","-1.58","647","-3.14","4","-50.00","3","0.00","4","0.00","275","2.23"
"2019","07","아프리카","아프리카 기타","4,423","7.69","2,364","6.49","719","2.42","94","0.00","190","-3.06","1,056","17.99"
"2019","07","아프리카 소계","","5,356","5.95","3,011","4.26","723","1.83","97","0.00","194","-1.02","1,331","14.35"
"2019","07","기타","국적미상","58","-3.33","40","0.00","0","-100.00","0","0.00","1","0.00","17","-5.56"
"2019","07","기타 소계","","58","-3.33","40","0.00","0","-100.00","0","0.00","1","0.00","17","-5.56"
"2019","07","교포","교포","15,587","-20.07","0","0.00","0","0.00","0","0.00","0","0.00","15,587","-20.07"
"2019","07","교포 소계","","15,587","-20.07","0","0.00","0","0.00","0","0.00","0","0.00","15,587","-20.07"
"2019","07 소계","","","1,448,067","15.40","1,218,767","18.26","14,158","-3.04","6,463","20.31","19,169","12.63","189,510","1.22"
"2019","08","아시아","중국","578,112","20.91","451,570","25.09","3,625","2.46","388","31.53","44,291","13.39","78,238","5.35"
"2019","08","아시아","일본","329,652","4.64","318,985","4.21","2,195","5.73","165","21.32","2,957","33.20","5,350","19.29"
"2019","08","아시아","대만","109,273","8.71","106,682","8.61","73","-17.05","17","41.67","1,088","4.11","1,413","23.62"
"2019","08","아시아","홍콩","65,958","4.04","64,438","3.89","74","7.25","6","500.00","474","9.72","966","10.91"
"2019","08","아시아","마카오","6,321","-1.54","6,258","-1.36","3","0.00","0","0.00","49","19.51","11","-65.63"
"2019","08","아시아","필리핀","41,817","37.29","13,342","6.84","144","-26.15","157","4.67","305","7.39","27,869","60.70"
"2019","08","아시아","인도네시아","18,210","15.28","8,337","4.64","103","-38.69","262","263.89","814","13.85","8,694","26.48"
"2019","08","아시아","태국","32,830","15.13","24,857","14.17","50","13.64","318","-14.97","423","16.85","7,182","20.42"
"2019","08","아시아","베트남","43,583","17.52","28,562","13.52","1,020","-18.60","245","-1.61","4,152","24.01","9,604","35.76"
"2019","08","아시아","인도","17,001","60.24","3,870","25.16","2,850","4.70","114","-27.85","341","6.90","9,826","127.51"
"2019","08","아시아","말레이시아","20,520","6.77","16,892","6.84","115","-22.82","13","85.71","690","18.15","2,810","5.32"
"2019","08","아시아","싱가포르","13,008","9.84","11,003","14.69","206","51.47","8","700.00","367","-25.56","1,424","-12.04"
"2019","08","아시아","몽골","9,626","-7.60","5,984","-16.12","106","6.00","228","-8.43","1,762","17.23","1,546","7.96"
"2019","08","아시아","우즈베키스탄","7,983","5.09","2,707","-3.56","590","10.07","9","50.00","1,379","17.86","3,298","7.18"
"2019","08","아시아","미얀마","5,523","5.16","1,373","6.19","9","0.00","80","21.21","212","14.59","3,849","4.06"
"2019","08","아시아","GCC","5,285","23.86","4,922","25.98","15","-16.67","19","-72.46","178","-2.73","151","67.78"
"2019","08","아시아","카자흐스탄","4,948","7.92","2,810","2.63","14","27.27","20","100.00","611","12.11","1,493","16.55"
"2019","08","아시아","터키","3,015","-5.69","1,625","-17.68","17","54.55","45","-10.00","212","19.77","1,116","13.30"
"2019","08","아시아","캄보디아","2,619","21.19","1,008","62.32","51","2.00","137","73.42","158","-4.82","1,265","1.61"
"2019","08","아시아","스리랑카","1,916","18.05","401","12.64","47","-7.84","7","-22.22","84","18.31","1,377","21.21"
"2019","08","아시아","방글라데시","1,868","20.52","381","19.06","142","39.22","89","23.61","271","35.50","985","15.07"
"2019","08","아시아","파키스탄","1,191","1.79","315","-16.89","181","-23.31","22","175.00","340","22.74","333","23.33"
"2019","08","아시아","이스라엘","1,110","-7.88","1,029","-6.03","10","25.00","1","0.00","17","-39.29","53","-28.38"
"2019","08","아시아","이란","526","-12.91","348","45.61","29","-76.42","7","-50.00","63","-5.97","79","-50.93"
"2019","08","아시아","아시아 기타","6,449","25.17","2,715","26.46","397","34.12","209","39.33","799","44.48","2,329","16.10"
"2019","08","아시아 소계","","1,328,344","13.94","1,080,414","13.18","12,066","0.62","2,566","14.71","62,037","14.82","171,261","19.79"
"2019","08","아메리카","미국","86,586","11.99","62,072","12.11","450","27.84","3,224","27.23","1,552","19.57","19,288","8.55"
"2019","08","아메리카","캐나다","16,700","13.71","11,304","15.12","43","16.22","34","54.55","175","14.38","5,144","10.50"
"2019","08","아메리카","브라질","2,188","23.55","1,587","21.70","21","50.00","13","8.33","98","7.69","469","34.00"
"2019","08","아메리카","멕시코","2,809","36.09","1,862","32.15","11","57.14","12","200.00","235","21.13","689","53.11"
"2019","08","아메리카","아메리카 기타","4,200","34.87","2,723","24.57","18","-21.74","34","70.00","308","2.33","1,117","91.27"
"2019","08","아메리카 소계","","112,483","13.67","79,548","13.50","543","25.40","3,317","27.97","2,368","16.25","26,707","12.18"
"2019","08","유럽","러시아","28,700","24.78","20,964","35.07","133","-2.21","39","-4.88","592","14.73","6,972","2.73"
"2019","08","유럽","영국","13,116","17.82","9,810","14.80","141","-19.89","26","36.84","239","18.32","2,900","32.42"
"2019","08","유럽","독일","11,159","11.48","8,239","10.43","236","0.43","24","-7.69","1,027","23.14","1,633","12.31"
"2019","08","유럽","프랑스","12,984","21.10","9,744","23.83","246","-9.23","75","47.06","1,420","21.89","1,499","9.74"
"2019","08","유럽","이탈리아","5,915","38.30","3,861","26.26","87","19.18","30","130.77","212","23.26","1,725","79.50"
"2019","08","유럽","네덜란드","3,961","16.91","2,848","15.07","47","34.29","11","-26.67","401","19.70","654","23.86"
"2019","08","유럽","우크라이나","2,904","32.66","711","-0.42","63","-29.21","5","25.00","64","3.23","2,061","56.14"
"2019","08","유럽","스페인","4,554","34.53","3,926","36.56","29","81.25","18","125.00","253","19.34","328","19.71"
"2019","08","유럽","루마니아","1,432","54.64","638","38.70","10","25.00","3","-25.00","32","52.38","749","72.98"
"2019","08","유럽","노르웨이","803","-18.31","584","-9.88","36","-75.34","3","-25.00","116","19.59","64","-27.27"
"2019","08","유럽","스웨덴","1,490","9.48","1,114","9.65","35","12.90","2","-60.00","219","10.61","120","8.11"
"2019","08","유럽","폴란드","2,326","18.79","1,571","23.80","10","-16.67","3","-57.14","95","9.20","647","10.98"
"2019","08","유럽","스위스","1,664","18.27","1,478","21.55","22","-18.52","0","0.00","80","14.29","84","-10.64"
"2019","08","유럽","포르투갈","1,342","29.79","1,055","18.54","6","0.00","0","0.00","46","53.33","235","117.59"
"2019","08","유럽","오스트리아","1,218","13.41","966","15.83","9","28.57","2","0.00","78","-7.14","163","10.88"
"2019","08","유럽","핀란드","1,075","5.08","546","7.06","11","-42.11","2","0.00","145","3.57","371","5.40"
"2019","08","유럽","벨기에","1,305","27.07","995","33.20","17","-22.73","4","0.00","112","27.27","177","6.63"
"2019","08","유럽","크로아티아","614","49.03","223","6.19","11","57.14","0","0.00","6","-14.29","374","98.94"
"2019","08","유럽","그리스","778","13.41","508","28.93","36","2.86","0","0.00","7","-12.50","227","-8.84"
"2019","08","유럽","불가리아","751","25.17","321","7.72","4","300.00","1","0.00","27","3.85","398","45.26"
"2019","08","유럽","덴마크","1,045","4.29","728","6.74","13","-35.00","10","-9.09","162","25.58","132","-17.50"
"2019","08","유럽","아일랜드","932","15.92","579","7.02","9","12.50","3","0.00","20","122.22","321","30.49"
"2019","08","유럽","유럽 기타","4,668","22.62","2,668","11.63","38","35.71","20","-48.72","382","16.82","1,560","52.49"
"2019","08","유럽 소계","","104,736","21.49","74,077","22.19","1,249","-11.29","281","9.77","5,735","19.01","23,394","22.47"
"2019","08","오세아니아","오스트레일리아","13,647","17.88","12,019","19.14","95","-8.65","42","121.05","108","9.09","1,383","9.16"
"2019","08","오세아니아","뉴질랜드","3,112","13.87","2,436","16.95","21","0.00","10","-37.50","11","22.22","634","4.97"
"2019","08","오세아니아","오세아니아 기타","609","-0.16","519","2.98","1","0.00","6","-14.29","9","-10.00","74","-15.91"
"2019","08","오세아니아 소계","","17,368","16.41","14,974","18.14","117","-7.14","58","38.10","128","8.47","2,091","6.74"
"2019","08","아프리카","남아프리카공화국","1,887","27.59","634","2.09","6","100.00","1","-50.00","11","-21.43","1,235","47.20"
"2019","08","아프리카","아프리카 기타","4,864","16.98","2,081","-0.14","593","54.03","165","146.27","841","15.52","1,184","32.44"
"2019","08","아프리카 소계","","6,751","19.76","2,715","0.37","599","54.38","166","140.58","852","14.82","2,419","39.58"
"2019","08","기타","국적미상","57","-24.00","36","-14.29","1","0.00","0","0.00","8","14.29","12","-53.85"
"2019","08","기타 소계","","57","-24.00","36","-14.29","1","0.00","0","0.00","8","14.29","12","-53.85"
"2019","08","교포","교포","16,560","-17.72","0","0.00","0","0.00","0","0.00","0","0.00","16,560","-17.72"
"2019","08","교포 소계","","16,560","-17.72","0","0.00","0","0.00","0","0.00","0","0.00","16,560","-17.72"
"2019","08 소계","","","1,586,299","13.98","1,251,764","13.72","14,575","1.59","6,388","22.94","71,128","15.18","242,444","15.60"
"2019","09","아시아","중국","541,350","24.56","432,018","32.34","3,873","1.02","447","-18.58","25,545","-0.22","79,467","1.66"
"2019","09","아시아","일본","251,119","1.32","242,475","0.84","2,362","8.25","211","1.44","1,137","8.39","4,934","24.88"
"2019","09","아시아","대만","102,758","17.64","100,888","17.88","112","41.77","14","-12.50","300","-13.29","1,444","8.90"
"2019","09","아시아","홍콩","45,911","-7.53","44,708","-7.62","49","11.36","7","75.00","256","5.79","891","-7.67"
"2019","09","아시아","마카오","2,727","-10.15","2,687","-9.59","2","0.00","0","0.00","24","-25.00","14","-51.72"
"2019","09","아시아","필리핀","36,252","8.45","18,539","13.33","203","10.93","196","46.27","121","0.83","17,193","3.37"
"2019","09","아시아","인도네시아","19,309","5.88","11,858","6.12","149","-47.16","317","128.06","279","19.74","6,706","4.65"
"2019","09","아시아","태국","36,052","5.11","28,877","2.57","54","25.58","411","15.77","133","15.65","6,577","16.80"
"2019","09","아시아","베트남","43,617","16.37","28,210","9.04","1,064","-18.96","530","13.73","5,577","49.28","8,236","35.15"
"2019","09","아시아","인도","12,716","11.61","4,111","11.71","3,152","6.24","146","114.71","186","0.00","5,121","14.00"
"2019","09","아시아","말레이시아","28,020","-2.07","25,123","-0.92","166","56.60","5","0.00","251","-30.28","2,475","-11.19"
"2019","09","아시아","싱가포르","17,745","15.63","16,137","18.72","137","2.24","13","160.00","63","0.00","1,395","-10.12"
"2019","09","아시아","몽골","10,900","-1.80","8,120","-2.25","122","37.08","315","10.92","1,155","-12.57","1,188","8.10"
"2019","09","아시아","우즈베키스탄","9,056","13.78","3,093","9.60","853","15.43","1","-80.00","1,484","43.66","3,625","7.89"
"2019","09","아시아","미얀마","6,534","18.61","1,832","15.73","19","46.15","255","91.73","93","30.99","4,335","16.88"
"2019","09","아시아","GCC","2,462","25.36","2,187","34.34","30","-16.67","6","-76.92","135","-20.59","104","0.00"
"2019","09","아시아","카자흐스탄","4,909","13.45","2,956","13.74","17","54.55","2","-33.33","179","12.58","1,755","12.86"
"2019","09","아시아","터키","2,802","19.44","1,561","25.38","21","-8.70","61","-16.44","37","-28.85","1,122","17.73"
"2019","09","아시아","캄보디아","3,629","82.45","1,794","77.27","49","53.13","170","49.12","32","-33.33","1,584","102.30"
"2019","09","아시아","스리랑카","2,103","22.27","351","-18.37","81","20.90","8","-20.00","22","-35.29","1,641","39.19"
"2019","09","아시아","방글라데시","1,880","18.69","302","20.80","167","20.14","102","-12.07","185","44.53","1,124","18.19"
"2019","09","아시아","파키스탄","1,459","9.78","323","-10.53","310","-2.82","29","20.83","321","23.94","476","30.05"
"2019","09","아시아","이스라엘","1,837","-6.04","1,779","-6.71","11","120.00","1","0.00","3","-62.50","43","22.86"
"2019","09","아시아","이란","446","-21.48","281","1.81","63","-36.36","8","-50.00","42","7.69","52","-62.32"
"2019","09","아시아","아시아 기타","7,350","34.25","3,328","40.54","567","27.99","315","0.96","299","-21.52","2,841","44.14"
"2019","09","아시아 소계","","1,192,943","13.71","983,538","15.33","13,633","3.41","3,570","16.48","37,859","5.79","154,343","7.00"
"2019","09","아메리카","미국","90,819","15.21","70,634","16.22","421","20.98","2,736","32.37","186","6.29","16,842","8.94"
"2019","09","아메리카","캐나다","18,213","16.25","13,449","20.59","50","11.11","39","85.71","31","-13.89","4,644","5.26"
"2019","09","아메리카","브라질","2,498","46.25","2,029","53.71","23","187.50","17","-46.88","36","50.00","393","21.30"
"2019","09","아메리카","멕시코","3,038","52.89","2,506","65.85","3","-62.50","12","9.09","27","42.11","490","11.87"
"2019","09","아메리카","아메리카 기타","4,588","27.20","3,756","32.77","18","-28.00","73","121.21","77","35.09","664","0.15"
"2019","09","아메리카 소계","","119,156","17.05","92,374","19.06","515","18.66","2,877","32.95","357","14.79","23,033","8.15"
"2019","09","유럽","러시아","30,266","29.41","21,349","33.48","175","18.24","36","-12.20","155","-7.19","8,551","21.50"
"2019","09","유럽","영국","13,325","23.92","11,473","28.46","156","-13.33","28","21.74","13","-31.58","1,655","3.44"
"2019","09","유럽","독일","12,670","17.75","10,802","18.78","218","-5.63","21","-25.00","89","-29.37","1,540","20.22"
"2019","09","유럽","프랑스","10,242","28.93","8,587","35.29","245","4.26","32","-11.11","127","-17.53","1,251","6.74"
"2019","09","유럽","이탈리아","4,513","0.69","3,550","7.19","81","6.58","17","30.77","26","-25.71","839","-19.79"
"2019","09","유럽","네덜란드","3,485","10.42","2,816","11.39","28","-3.45","9","0.00","18","-52.63","614","11.23"
"2019","09","유럽","우크라이나","2,214","4.29","715","-4.79","80","9.59","5","0.00","26","30.00","1,388","8.95"
"2019","09","유럽","스페인","3,134","22.85","2,764","26.44","27","8.00","14","27.27","30","-18.92","299","2.40"
"2019","09","유럽","루마니아","1,179","12.61","675","16.78","12","-25.00","5","-16.67","4","-55.56","483","10.27"
"2019","09","유럽","노르웨이","1,054","0.09","962","14.66","30","-72.48","2","100.00","20","0.00","40","-52.38"
"2019","09","유럽","스웨덴","2,010","31.98","1,784","32.54","26","-3.70","5","66.67","66","0.00","129","59.26"
"2019","09","유럽","폴란드","2,570","18.54","1,870","21.98","14","-30.00","1","0.00","17","-5.56","668","12.08"
"2019","09","유럽","스위스","1,923","15.36","1,795","17.63","20","0.00","7","75.00","11","175.00","90","-20.35"
"2019","09","유럽","포르투갈","1,000","12.49","840","5.79","11","120.00","0","-100.00","5","-16.67","144","73.49"
"2019","09","유럽","오스트리아","1,369","23.67","1,186","25.50","7","16.67","3","50.00","7","-12.50","166","13.70"
"2019","09","유럽","핀란드","1,264","6.58","878","10.44","8","-50.00","4","-20.00","7","-53.33","367","3.38"
"2019","09","유럽","벨기에","1,542","34.55","1,300","36.27","15","50.00","9","80.00","20","53.85","198","20.73"
"2019","09","유럽","크로아티아","494","-6.79","277","-3.48","5","-28.57","2","-33.33","3","-25.00","207","-9.61"
"2019","09","유럽","그리스","1,023","29.00","717","36.31","29","-3.33","1","-66.67","2","0.00","274","17.09"
"2019","09","유럽","불가리아","633","8.21","370","6.32","3","0.00","19","375.00","5","66.67","236","3.96"
"2019","09","유럽","덴마크","1,244","19.04","1,101","23.71","12","-29.41","11","83.33","8","-50.00","112","-3.45"
"2019","09","유럽","아일랜드","1,176","48.67","1,007","57.34","5","-37.50","4","100.00","3","-40.00","157","15.44"
"2019","09","유럽","유럽 기타","4,421","25.42","3,042","26.33","48","0.00","56","143.48","46","-38.67","1,229","26.57"
"2019","09","유럽 소계","","102,751","22.01","79,860","25.66","1,255","-6.27","291","23.83","708","-17.48","20,637","13.22"
"2019","09","오세아니아","오스트레일리아","17,269","12.80","15,818","14.01","83","-25.23","51","70.00","10","-9.09","1,307","1.79"
"2019","09","오세아니아","뉴질랜드","4,035","22.98","3,393","27.89","26","30.00","9","0.00","1","0.00","606","1.34"
"2019","09","오세아니아","오세아니아 기타","526","-6.07","413","-16.40","0","-100.00","9","-18.18","3","50.00","101","106.12"
"2019","09","오세아니아 소계","","21,830","13.99","19,624","15.29","109","-19.26","69","38.00","14","0.00","2,014","4.30"
"2019","09","아프리카","남아프리카공화국","1,197","14.33","743","11.23","8","33.33","11","0.00","7","75.00","428","15.99"
"2019","09","아프리카","아프리카 기타","5,119","38.31","2,249","37.47","1,145","66.67","85","-28.57","297","1.02","1,343","39.17"
"2019","09","아프리카 소계","","6,316","33.02","2,992","29.86","1,153","66.38","96","-19.33","304","2.01","1,771","32.76"
"2019","09","기타","국적미상","49","-20.97","33","-21.43","3","0.00","0","0.00","5","400.00","8","-57.89"
"2019","09","기타 소계","","49","-20.97","33","-21.43","3","0.00","0","0.00","5","400.00","8","-57.89"
"2019","09","교포","교포","16,619","-14.95","0","0.00","0","0.00","0","0.00","0","0.00","16,619","-14.95"
"2019","09","교포 소계","","16,619","-14.95","0","0.00","0","0.00","0","0.00","0","0.00","16,619","-14.95"
"2019","09 소계","","","1,459,664","14.16","1,178,421","16.29","16,668","5.59","6,903","22.55","39,247","5.31","218,425","5.73"
"2019","10","아시아","중국","567,695","19.44","476,460","24.43","3,967","-1.02","547","13.02","12,722","19.39","73,999","-4.19"
"2019","10","아시아","일본","248,541","-14.43","241,484","-14.82","1,897","1.07","438","-21.36","556","37.62","4,166","0.73"
"2019","10","아시아","대만","127,944","27.98","126,421","28.26","81","14.08","10","-41.18","135","32.35","1,297","6.75"
"2019","10","아시아","홍콩","65,544","6.62","64,439","6.66","63","8.62","4","300.00","76","16.92","962","2.89"
"2019","10","아시아","마카오","4,504","23.13","4,484","23.90","2","-33.33","0","0.00","8","14.29","10","-65.52"
"2019","10","아시아","필리핀","55,394","6.49","37,353","16.18","195","-17.72","220","42.86","55","17.02","17,571","-9.56"
"2019","10","아시아","인도네시아","28,494","14.29","20,527","21.33","137","-50.72","285","117.56","84","15.07","7,461","-0.93"
"2019","10","아시아","태국","65,878","9.90","58,290","9.23","56","0.00","344","54.95","59","-4.84","7,129","14.34"
"2019","10","아시아","베트남","64,820","17.05","53,659","20.84","1,226","-21.46","630","-1.72","1,604","-22.92","7,701","15.09"
"2019","10","아시아","인도","13,160","3.76","4,403","6.17","2,692","-22.91","85","8.97","84","0.00","5,896","20.77"
"2019","10","아시아","말레이시아","45,354","11.28","42,624","12.90","160","12.68","13","160.00","49","68.97","2,508","-11.28"
"2019","10","아시아","싱가포르","24,719","13.46","23,070","15.26","199","30.92","8","0.00","37","15.63","1,405","-11.08"
"2019","10","아시아","몽골","11,221","4.59","9,834","7.14","84","-29.41","421","28.75","271","-13.69","611","-22.66"
"2019","10","아시아","우즈베키스탄","8,375","-1.04","3,668","4.38","968","5.91","1","0.00","191","-23.90","3,547","-6.26"
"2019","10","아시아","미얀마","5,876","-3.40","1,935","13.96","18","63.64","214","10.31","22","57.14","3,687","-11.50"
"2019","10","아시아","GCC","2,429","1.55","2,237","-1.02","25","-16.67","18","63.64","55","61.76","94","64.91"
"2019","10","아시아","카자흐스탄","4,776","0.17","3,348","1.86","10","-9.09","10","900.00","30","25.00","1,378","-4.64"
"2019","10","아시아","터키","2,893","11.57","1,649","6.73","11","-26.67","56","-24.32","14","16.67","1,163","22.81"
"2019","10","아시아","캄보디아","3,339","5.20","1,471","7.22","64","56.10","161","13.38","12","-25.00","1,631","1.75"
"2019","10","아시아","스리랑카","1,449","-16.82","467","17.34","82","9.33","5","25.00","7","-41.67","888","-29.13"
"2019","10","아시아","방글라데시","1,715","10.15","337","17.01","179","-2.72","197","62.81","46","6.98","956","3.80"
"2019","10","아시아","파키스탄","1,010","-17.21","382","-17.67","258","-12.84","17","-39.29","64","-4.48","289","-20.82"
"2019","10","아시아","이스라엘","2,820","58.96","2,729","61.67","12","0.00","5","0.00","3","-40.00","71","2.90"
"2019","10","아시아","이란","501","4.16","334","36.89","87","-18.69","21","90.91","10","-23.08","49","-53.77"
"2019","10","아시아","아시아 기타","6,841","7.28","3,491","6.50","626","19.24","410","6.49","104","82.46","2,210","3.66"
"2019","10","아시아 소계","","1,365,292","9.25","1,185,096","11.07","13,099","-8.24","4,120","14.57","16,298","12.37","146,679","-2.45"
"2019","10","아메리카","미국","101,099","3.05","82,230","2.14","421","10.21","2,240","30.16","157","60.20","16,051","4.27"
"2019","10","아메리카","캐나다","20,624","2.16","15,841","0.82","37","-2.63","33","17.86","26","52.94","4,687","6.72"
"2019","10","아메리카","브라질","2,452","24.28","1,896","20.38","16","14.29","13","-31.58","15","87.50","512","43.42"
"2019","10","아메리카","멕시코","2,878","7.43","2,355","11.24","5","-54.55","9","125.00","24","100.00","485","-9.35"
"2019","10","아메리카","아메리카 기타","4,669","15.03","3,413","10.92","18","-48.57","60","130.77","28","-22.22","1,150","29.94"
"2019","10","아메리카 소계","","131,722","3.72","105,735","2.67","497","3.54","2,355","30.98","250","46.20","22,885","6.14"
"2019","10","유럽","러시아","33,379","18.56","25,818","28.61","166","29.69","50","92.31","48","26.32","7,297","-7.48"
"2019","10","유럽","영국","15,911","15.19","14,117","17.93","150","7.91","14","-6.67","20","81.82","1,610","-4.00"
"2019","10","유럽","독일","13,322","5.44","11,460","5.51","207","-16.19","28","-33.33","158","83.72","1,469","5.08"
"2019","10","유럽","프랑스","12,546","16.03","10,681","15.33","232","-5.69","38","8.57","201","87.85","1,394","19.76"
"2019","10","유럽","이탈리아","4,951","0.34","3,781","-1.20","66","-2.94","16","14.29","45","150.00","1,043","3.57"
"2019","10","유럽","네덜란드","4,043","8.77","3,318","7.17","28","-6.67","8","-27.27","61","205.00","628","12.14"
"2019","10","유럽","우크라이나","2,371","-10.36","795","-2.93","179","13.29","11","266.67","4","-33.33","1,382","-16.70"
"2019","10","유럽","스페인","3,140","6.88","2,777","6.48","35","133.33","10","66.67","49","48.48","269","-2.54"
"2019","10","유럽","루마니아","1,295","-0.46","655","10.64","5","-16.67","15","87.50","1","-75.00","619","-10.42"
"2019","10","유럽","노르웨이","1,218","-7.52","1,108","3.65","24","-83.89","4","-42.86","9","50.00","73","-15.12"
"2019","10","유럽","스웨덴","2,303","0.70","2,110","-1.63","23","21.05","5","25.00","30","100.00","135","29.81"
"2019","10","유럽","폴란드","2,326","8.74","1,549","4.24","14","-22.22","6","0.00","9","125.00","748","18.54"
"2019","10","유럽","스위스","2,137","7.87","1,973","6.30","20","0.00","3","200.00","10","11.11","131","37.89"
"2019","10","유럽","포르투갈","1,113","3.82","973","4.06","3","-40.00","0","0.00","13","333.33","124","-3.88"
