,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%)
"2013","02","아시아","마카오","2,274","114.33","2,260","114.83","0","0.00","0","0.00","9","28.57","5","150.00"
"2013","02","아시아","필리핀","22,005","-15.27","7,156","2.90","171","6.21","22","-37.14","134","41.05","14,522","-22.45"
"2013","02","아시아","인도네시아","7,723","-14.81","4,357","1.68","297","-49.32","22","57.14","388","7.18","2,659","-30.37"
"2013","02","아시아","태국","33,327","6.33","27,447","4.40","24","-11.11","46","170.59","160","-9.60","5,650","16.90"
"2013","02","아시아","베트남","9,112","-8.81","3,450","37.18","272","-7.48","14","-6.67","902","-1.96","4,474","-28.39"
"2013","02","아시아","인도","6,046","-11.74","1,409","-14.29","1,752","-1.13","4","-76.47","202","23.93","2,679","-17.67"
"2013","02","아시아","말레이시아","13,247","28.67","11,392","37.48","105","40.00","3","-25.00","302","-33.48","1,445","-2.10"
"2013","02","아시아","싱가포르","7,946","30.97","6,292","32.88","120","29.03","4","33.33","206","43.06","1,324","21.25"
"2013","02","아시아","몽골","5,812","20.98","4,394","29.12","350","21.95","15","15.38","618","30.38","435","-30.62"
"2013","02","아시아","우즈베키스탄","3,199","-25.91","560","29.33","704","-20.99","0","0.00","93","-13.89","1,842","-36.17"
"2013","02","아시아","미얀마","4,305","-25.21","879","-10.31","18","-10.00","4","300.00","60","-6.25","3,344","-28.71"
"2013","02","아시아","GCC","895","11.60","577","7.05","94","2.17","13","-13.33","130","44.44","81","22.73"
"2013","02","아시아","카자흐스탄","874","14.55","355","14.89","103","-6.36","0","-100.00","188","60.68","228","4.11"
"2013","02","아시아","터키","1,404","3.62","695","0.14","19","5.56","1","0.00","68","70.00","621","2.99"
"2013","02","아시아","캄보디아","1,206","1.77","399","126.70","40","-4.76","5","-37.50","93","40.91","669","-25.08"
"2013","02","아시아","스리랑카","878","-7.87","187","31.69","12","-36.84","21","600.00","49","53.13","609","-19.55"
"2013","02","아시아","방글라데시","545","-24.31","76","-20.00","87","0.00","4","-66.67","94","-15.32","284","-31.57"
"2013","02","아시아","파키스탄","689","-17.88","134","10.74","183","-22.78","2","-60.00","136","-15.53","234","-25.71"
"2013","02","아시아","이스라엘","1,003","5.47","955","6.94","2","-33.33","1","-50.00","5","-16.67","40","-14.89"
"2013","02","아시아","이란","371","-25.50","60","-58.04","221","-18.75","0","0.00","48","14.29","42","2.44"
"2013","02","아시아","아시아 기타","2,349","-17.69","888","-27.57","386","-2.03","35","-25.53","266","27.88","774","-20.94"
"2013","02","아시아 소계","","674,151","1.92","533,022","8.20","10,109","-21.26","369","-21.82","30,175","-10.26","100,476","-17.55"
"2013","02","아메리카","미국","45,102","-5.89","29,924","-7.94","542","9.72","888","1.37","564","32.39","13,184","-3.24"
"2013","02","아메리카","캐나다","9,043","-7.55","5,545","-10.42","90","7.14","11","37.50","85","26.87","3,312","-3.52"
"2013","02","아메리카","브라질","1,058","17.95","708","22.49","20","-70.15","0","-100.00","126","215.00","204","-3.32"
"2013","02","아메리카","멕시코","660","2.64","336","0.00","5","0.00","1","0.00","94","84.31","224","-10.76"
"2013","02","아메리카","아메리카 기타","1,298","7.18","728","2.25","17","-26.09","4","-33.33","151","12.69","398","18.45"
"2013","02","아메리카 소계","","57,161","-5.45","37,241","-7.64","674","0.15","904","1.46","1,020","42.06","17,322","-3.00"
"2013","02","유럽","러시아","12,223","-0.74","5,649","17.22","559","-11.27","16","77.78","215","50.35","5,784","-13.84"
"2013","02","유럽","영국","7,816","-13.04","5,581","-21.68","385","24.19","3","0.00","37","27.59","1,810","18.84"
"2013","02","유럽","독일","6,943","-9.60","5,111","-10.11","193","20.63","9","125.00","248","31.22","1,382","-15.78"
"2013","02","유럽","프랑스","4,653","-5.58","3,145","-13.93","212","40.40","17","70.00","473","31.39","806","7.04"
"2013","02","유럽","이탈리아","1,879","4.33","1,440","-3.42","31","24.00","5","0.00","35","133.33","368","38.87"
"2013","02","유럽","네덜란드","1,978","9.28","1,353","13.98","47","17.50","0","0.00","87","14.47","491","-3.16"
"2013","02","유럽","우크라이나","1,924","-19.93","437","8.44","111","-13.28","0","-100.00","42","16.67","1,334","-27.18"
"2013","02","유럽","스페인","1,081","15.12","712","0.71","17","240.00","2","0.00","81","39.66","269","59.17"
"2013","02","유럽","루마니아","728","-14.75","241","-9.06","16","300.00","0","-100.00","21","90.91","450","-21.47"
"2013","02","유럽","노르웨이","1,077","11.72","601","-8.38","338","95.38","1","0.00","27","125.00","110","-10.57"
"2013","02","유럽","스웨덴","966","-3.11","678","-12.97","66","15.79","3","200.00","71","31.48","148","39.62"
"2013","02","유럽","폴란드","796","-26.36","412","-34.39","21","90.91","0","-100.00","39","-7.14","324","-18.80"
"2013","02","유럽","스위스","648","-30.77","552","-33.97","11","-15.38","0","0.00","30","50.00","55","-17.91"
"2013","02","유럽","포르투갈","663","73.11","596","106.23","5","0.00","1","0.00","3","-50.00","58","-30.12"
"2013","02","유럽","오스트리아","689","-2.41","496","-3.69","5","400.00","0","-100.00","41","70.83","147","-10.91"
"2013","02","유럽","핀란드","665","-11.33","411","-13.11","12","-14.29","0","0.00","87","20.83","155","-18.85"
"2013","02","유럽","벨기에","543","-5.24","392","-10.91","30","3.45","0","0.00","21","23.53","100","14.94"
"2013","02","유럽","크로아티아","336","-24.83","126","-33.68","21","162.50","1","0.00","4","100.00","184","-25.51"
"2013","02","유럽","그리스","601","-15.11","304","-23.23","51","104.00","0","0.00","4","0.00","242","-15.68"
"2013","02","유럽","불가리아","432","-38.90","74","-45.59","3","200.00","0","0.00","8","-38.46","347","-37.70"
"2013","02","유럽","덴마크","632","-2.92","477","-6.47","49","44.12","2","0.00","24","26.32","80","-9.09"
"2013","02","유럽","아일랜드","595","-4.19","308","-7.78","21","61.54","0","0.00","4","0.00","262","-2.96"
"2013","02","유럽","유럽 기타","2,104","18.27","1,379","31.21","52","116.67","16","-11.11","121","11.01","536","-7.11"
"2013","02","유럽 소계","","49,972","-5.75","30,475","-6.44","2,256","21.23","76","40.74","1,723","31.43","15,442","-10.34"
"2013","02","오세아니아","오스트레일리아","6,522","-24.79","5,160","-20.46","279","15.29","31","-31.11","37","19.35","1,015","-45.63"
"2013","02","오세아니아","뉴질랜드","1,788","3.77","1,235","-0.80","26","0.00","0","-100.00","6","0.00","521","17.08"
"2013","02","오세아니아","오세아니아 기타","460","16.16","304","15.59","0","0.00","6","500.00","8","14.29","142","13.60"
"2013","02","오세아니아 소계","","8,770","-18.73","6,699","-16.21","305","13.81","37","-21.28","51","15.91","1,678","-31.14"
"2013","02","아프리카","남아프리카공화국","808","-22.46","212","-18.15","14","-12.50","0","-100.00","11","22.22","571","-24.37"
"2013","02","아프리카","아프리카 기타","2,070","-2.73","724","30.69","554","-9.48","35","94.44","346","-11.96","411","-25.41"
"2013","02","아프리카 소계","","2,878","-9.21","936","15.13","568","-9.55","35","66.67","357","-11.19","982","-24.81"
"2013","02","기타","국적미상","14","55.56","11","57.14","2","0.00","0","0.00","0","0.00","1","-50.00"
"2013","02","기타 소계","","14","55.56","11","57.14","2","0.00","0","0.00","0","0.00","1","-50.00"
"2013","02","교포","교포","22,091","0.08","0","0.00","0","0.00","0","0.00","0","0.00","22,091","0.08"
"2013","02","교포 소계","","22,091","0.08","0","0.00","0","0.00","0","0.00","0","0.00","22,091","0.08"
"2013","02 소계","","","815,037","0.50","608,384","5.93","13,914","-14.47","1,421","-4.31","33,326","-7.68","157,992","-13.56"
"2013","03","아시아","중국","276,479","50.51","182,850","64.78","5,310","-25.63","147","-47.31","17,532","41.55","70,640","33.48"
"2013","03","아시아","일본","288,900","-19.91","280,541","-20.63","1,957","13.91","146","-14.62","976","3.17","5,280","19.21"
"2013","03","아시아","대만","42,102","18.18","40,832","17.90","54","12.50","1","-50.00","267","78.00","948","19.85"
"2013","03","아시아","홍콩","34,989","48.27","34,061","49.36","35","45.83","3","0.00","87","128.95","803","9.85"
"2013","03","아시아","마카오","1,701","84.69","1,687","84.17","1","0.00","0","0.00","4","-20.00","9","0.00"
"2013","03","아시아","필리핀","33,825","61.46","12,285","32.88","217","-9.58","49","-25.76","125","45.35","21,149","86.94"
"2013","03","아시아","인도네시아","14,448","49.23","8,166","59.03","307","-45.18","22","-84.29","142","91.89","5,811","54.02"
"2013","03","아시아","태국","44,086","13.42","37,354","12.74","47","14.63","77","11.59","122","56.41","6,486","16.93"
"2013","03","아시아","베트남","10,699","7.33","4,111","0.39","488","46.55","33","-59.26","595","84.21","5,472","6.54"
"2013","03","아시아","인도","9,989","69.71","1,833","12.18","2,293","21.52","22","-83.70","88","39.68","5,753","165.48"
"2013","03","아시아","말레이시아","15,132","8.82","13,455","8.45","83","16.90","6","-33.33","234","151.61","1,354","2.11"
"2013","03","아시아","싱가포르","12,368","26.15","10,840","28.89","136","22.52","0","-100.00","35","94.44","1,357","7.36"
"2013","03","아시아","몽골","5,572","-4.05","3,918","10.03","435","6.88","31","47.62","581","12.38","607","-53.34"
"2013","03","아시아","우즈베키스탄","4,203","-4.65","716","61.99","792","-27.41","0","-100.00","93","86.00","2,602","-7.86"
"2013","03","아시아","미얀마","5,615","11.70","1,224","12.40","27","145.45","12","9.09","37","37.04","4,315","10.95"
"2013","03","아시아","GCC","1,961","46.56","1,480","48.45","142","13.60","51","59.38","181","201.67","107","-13.71"
"2013","03","아시아","카자흐스탄","1,205","18.14","669","45.75","166","-2.92","5","-76.19","81","65.31","284","-11.25"
"2013","03","아시아","터키","1,611","11.41","866","4.72","14","-26.32","8","-88.57","15","50.00","708","36.15"
"2013","03","아시아","캄보디아","1,495","-47.41","425","89.73","44","10.00","11","-45.00","67","39.58","948","-62.25"
"2013","03","아시아","스리랑카","1,040","-17.85","260","61.49","16","-23.81","6","50.00","35","105.88","723","-31.98"
"2013","03","아시아","방글라데시","876","-5.30","155","19.23","118","16.83","63","61.54","48","37.14","492","-20.65"
"2013","03","아시아","파키스탄","925","-2.32","231","19.69","273","-6.51","4","-76.47","81","138.24","336","-18.25"
"2013","03","아시아","이스라엘","1,246","13.07","1,160","8.31","1","-75.00","6","0.00","3","200.00","76","280.00"
"2013","03","아시아","이란","466","-3.52","164","12.33","252","-5.26","4","33.33","23","35.29","23","-54.90"
"2013","03","아시아","아시아 기타","3,161","-22.37","1,541","36.13","492","-9.23","35","-77.42","107","28.92","986","-54.35"
"2013","03","아시아 소계","","814,094","9.38","640,824","5.53","13,700","-10.24","742","-45.16","21,559","41.76","137,269","30.47"
"2013","03","아메리카","미국","63,216","13.07","46,779","11.37","719","20.23","932","-28.36","113","44.87","14,673","23.04"
"2013","03","아메리카","캐나다","12,175","13.59","8,578","7.93","101","38.36","11","-63.33","16","0.00","3,469","30.86"
"2013","03","아메리카","브라질","1,109","-3.23","736","-4.54","31","-77.04","5","-64.29","30","87.50","307","46.19"
"2013","03","아메리카","멕시코","1,022","43.74","628","37.72","18","-10.00","3","0.00","11","-15.38","362","65.30"
"2013","03","아메리카","아메리카 기타","2,301","55.05","1,120","11.11","29","45.00","12","-65.71","47","34.29","1,093","183.16"
"2013","03","아메리카 소계","","79,823","14.09","57,841","10.83","898","6.15","963","-30.37","217","37.34","19,904","29.32"
"2013","03","유럽","러시아","14,291","13.29","7,206","32.05","698","9.58","11","-91.73","116","43.21","6,260","-0.75"
"2013","03","유럽","영국","11,838","19.83","8,764","3.59","497","43.64","3","-75.00","14","7.69","2,560","144.27"
"2013","03","유럽","독일","9,223","-4.79","7,197","-7.10","192","-13.90","8","-42.86","75","53.06","1,751","5.86"
"2013","03","유럽","프랑스","5,778","-2.73","4,193","-5.67","300","29.87","31","-59.21","134","69.62","1,120","0.99"
"2013","03","유럽","이탈리아","3,765","72.00","2,144","12.96","41","46.43","7","-58.82","7","40.00","1,566","549.79"
"2013","03","유럽","네덜란드","2,445","25.58","1,719","18.14","62","37.78","0","-100.00","6","0.00","658","49.55"
"2013","03","유럽","우크라이나","2,251","15.61","423","-15.06","125","-1.57","1","-96.55","16","220.00","1,686","30.90"
"2013","03","유럽","스페인","1,507","28.04","1,092","17.29","14","7.69","4","-76.47","34","41.67","363","89.06"
"2013","03","유럽","루마니아","1,205","77.47","304","16.92","21","16.67","0","-100.00","4","300.00","876","124.62"
"2013","03","유럽","노르웨이","1,630","27.24","1,133","12.07","369","101.64","0","-100.00","11","266.67","117","42.68"
"2013","03","유럽","스웨덴","1,466","4.71","1,179","-0.67","61","-16.44","1","-83.33","16","77.78","209","67.20"
"2013","03","유럽","폴란드","1,028","0.19","608","-11.11","18","20.00","0","-100.00","15","114.29","387","21.32"
"2013","03","유럽","스위스","985","8.48","854","1.67","16","45.45","3","0.00","9","200.00","103","90.74"
"2013","03","유럽","포르투갈","724","78.33","579","71.81","7","16.67","0","-100.00","5","150.00","133","141.82"
"2013","03","유럽","오스트리아","853","17.49","635","17.59","4","-42.86","1","-50.00","7","75.00","206","19.08"
"2013","03","유럽","핀란드","869","-0.91","631","-2.47","24","41.18","0","-100.00","14","55.56","200","0.00"
"2013","03","유럽","벨기에","836","17.09","638","10.57","40","14.29","1","-75.00","5","25.00","152","61.70"
"2013","03","유럽","크로아티아","562","67.76","172","2.38","25","4.17","0","0.00","3","0.00","362","153.15"
"2013","03","유럽","그리스","765","30.32","435","10.97","29","-3.33","0","0.00","0","0.00","301","82.42"
"2013","03","유럽","불가리아","715","56.11","186","33.81","4","100.00","1","0.00","6","100.00","518","64.97"
"2013","03","유럽","덴마크","785","7.39","614","5.68","59","51.28","2","0.00","5","25.00","105","-1.87"
"2013","03","유럽","아일랜드","658","17.92","447","15.50","16","-20.00","0","-100.00","0","-100.00","195","30.87"
"2013","03","유럽","유럽 기타","2,836","26.72","1,896","18.06","65","58.54","6","-88.89","53","211.76","816","56.92"
"2013","03","유럽 소계","","67,015","14.94","43,049","6.96","2,687","23.77","80","-79.43","555","68.69","20,644","36.09"
"2013","03","오세아니아","오스트레일리아","16,032","63.58","11,679","38.92","370","24.58","30","-46.43","11","83.33","3,942","280.87"
"2013","03","오세아니아","뉴질랜드","2,286","23.17","1,669","15.98","53","70.97","0","-100.00","2","0.00","562","47.89"
"2013","03","오세아니아","오세아니아 기타","697","41.09","454","23.37","0","-100.00","1","0.00","1","-66.67","241","104.24"
"2013","03","오세아니아 소계","","19,015","56.49","13,802","35.13","423","27.41","31","-49.18","14","27.27","4,745","209.52"
"2013","03","아프리카","남아프리카공화국","882","15.75","393","-4.84","16","0.00","1","-87.50","3","50.00","469","45.20"
"2013","03","아프리카","아프리카 기타","2,465","2.92","875","-11.17","739","-8.99","38","22.58","190","31.94","623","47.28"
"2013","03","아프리카 소계","","3,347","6.02","1,268","-9.30","755","-8.82","39","0.00","193","32.19","1,092","46.38"
"2013","03","기타","국적미상","18","5.88","14","7.69","3","0.00","0","0.00","0","-100.00","1","0.00"
"2013","03","기타 소계","","18","5.88","14","7.69","3","0.00","0","0.00","0","-100.00","1","0.00"
"2013","03","교포","교포","27,497","-3.38","0","0.00","0","0.00","0","0.00","0","0.00","27,497","-3.38"
"2013","03","교포 소계","","27,497","-3.38","0","0.00","0","0.00","0","0.00","0","0.00","27,497","-3.38"
"2013","03 소계","","","1,010,809","10.31","756,798","6.39","18,466","-5.02","1,855","-42.48","22,538","42.17","211,152","26.81"
"2013","04","아시아","중국","335,069","50.85","250,549","50.17","7,389","3.50","179","-38.06","2,851","11.54","74,101","63.63"
"2013","04","아시아","일본","202,529","-32.19","194,611","-33.32","1,612","6.75","110","-13.39","299","21.05","5,897","20.47"
"2013","04","아시아","대만","35,107","-18.74","34,151","-19.13","29","-61.33","2","0.00","65","124.14","860","-0.46"
"2013","04","아시아","홍콩","30,404","-14.51","29,494","-15.29","42","20.00","0","-100.00","34","61.90","834","21.22"
"2013","04","아시아","마카오","1,490","-11.99","1,472","-12.90","0","-100.00","0","0.00","2","100.00","16","1,500.00"
"2013","04","아시아","필리핀","35,029","8.47","10,603","-28.39","360","62.90","68","-23.60","38","15.15","23,960","39.75"
"2013","04","아시아","인도네시아","16,439","21.51","7,746","-4.99","369","-35.94","12","-42.86","30","0.00","8,282","74.39"
"2013","04","아시아","태국","41,131","-15.86","33,942","-21.53","40","-28.57","52","1.96","24","-14.29","7,073","28.67"
"2013","04","아시아","베트남","10,199","-2.46","6,357","3.96","539","4.26","27","12.50","115","71.64","3,161","-15.32"
"2013","04","아시아","인도","9,868","34.02","1,795","-23.26","2,272","12.14","6","-64.71","19","-32.14","5,776","95.60"
"2013","04","아시아","말레이시아","20,452","2.18","18,749","1.17","107","81.36","1","-50.00","24","9.09","1,571","12.13"
"2013","04","아시아","싱가포르","13,149","1.27","11,595","1.31","165","41.03","3","200.00","24","118.18","1,362","-3.40"
"2013","04","아시아","몽골","4,899","4.39","3,692","15.88","346","-13.07","13","-13.33","136","11.48","712","-26.75"
"2013","04","아시아","우즈베키스탄","4,025","2.34","1,028","150.73","775","-26.26","1","-66.67","20","25.00","2,201","-10.27"
"2013","04","아시아","미얀마","5,173","-17.90","1,225","-12.56","23","9.52","6","100.00","11","83.33","3,908","-19.75"
"2013","04","아시아","GCC","1,231","6.76","972","4.18","127","22.12","26","8.33","33","73.68","73","0.00"
"2013","04","아시아","카자흐스탄","881","-2.11","468","2.41","155","49.04","0","0.00","6","-40.00","252","-23.40"
"2013","04","아시아","터키","1,595","-8.70","827","-9.42","12","9.09","4","-75.00","7","0.00","745","-7.68"
"2013","04","아시아","캄보디아","2,688","-9.92","607","-15.93","56","60.00","25","-13.79","16","14.29","1,984","-9.16"
"2013","04","아시아","스리랑카","1,350","-28.08","218","-36.99","12","-36.84","4","-88.57","6","200.00","1,110","-24.75"
"2013","04","아시아","방글라데시","788","-17.83","145","-17.61","120","8.11","38","5.56","9","-40.00","476","-23.35"
"2013","04","아시아","파키스탄","719","-24.95","173","-49.71","195","-20.41","7","-12.50","19","90.00","325","-7.41"
"2013","04","아시아","이스라엘","1,169","8.85","1,037","3.29","3","-25.00","2","-71.43","1","0.00","126","113.56"
"2013","04","아시아","이란","379","-11.45","137","-25.14","204","-6.85","1","0.00","9","80.00","28","40.00"
"2013","04","아시아","아시아 기타","3,984","10.18","1,458","6.42","522","-16.88","53","-39.77","28","-9.68","1,923","28.29"
"2013","04","아시아 소계","","779,747","0.30","613,051","-6.20","15,474","1.26","640","-28.01","3,826","15.14","146,756","40.66"
"2013","04","아메리카","미국","65,260","1.36","49,297","-3.32","765","26.24","1,529","9.14","104","46.48","13,565","19.84"
"2013","04","아메리카","캐나다","11,910","-3.15","8,673","-12.02","109","45.33","3","-25.00","21","162.50","3,104","31.97"
"2013","04","아메리카","브라질","915","-42.53","624","-51.06","25","-73.40","1","0.00","18","200.00","247","13.82"
"2013","04","아메리카","멕시코","879","-2.44","512","-25.69","12","-14.29","2","0.00","15","66.67","338","78.84"
"2013","04","아메리카","아메리카 기타","2,738","45.64","1,122","-23.67","24","41.18","6","-62.50","23","35.29","1,563","334.17"
"2013","04","아메리카 소계","","81,702","0.80","60,228","-6.30","935","16.00","1,541","8.44","181","63.06","18,817","30.34"
"2013","04","유럽","러시아","16,062","6.77","7,655","12.08","755","-19.68","10","233.33","24","20.00","7,618","5.06"
"2013","04","유럽","영국","10,935","6.73","7,800","-10.53","530","26.79","1","0.00","6","20.00","2,598","135.54"
"2013","04","유럽","독일","8,631","-5.36","6,503","-6.89","204","6.81","7","40.00","73","102.78","1,844","-3.15"
"2013","04","유럽","프랑스","6,957","10.78","5,482","8.08","290","53.44","12","20.00","125","52.44","1,048","13.05"
"2013","04","유럽","이탈리아","2,792","29.74","1,765","-5.67","48","41.18","0","-100.00","6","0.00","973","317.60"
"2013","04","유럽","네덜란드","2,532","19.55","1,796","9.85","60","33.33","1","0.00","26","225.00","649","51.28"
"2013","04","유럽","우크라이나","2,151","-12.24","463","-6.84","88","-32.31","0","-100.00","2","-50.00","1,598","-12.15"
"2013","04","유럽","스페인","1,342","21.67","976","4.83","13","550.00","2","-77.78","23","53.33","328","124.66"
"2013","04","유럽","루마니아","1,132","19.28","333","-7.50","17","-26.09","0","0.00","1","0.00","781","37.99"
"2013","04","유럽","노르웨이","1,620","45.68","994","35.98","435","88.31","1","0.00","10","66.67","180","25.00"
"2013","04","유럽","스웨덴","1,550","3.68","1,052","-18.26","76","20.63","12","200.00","24","166.67","386","192.42"
"2013","04","유럽","폴란드","1,060","-6.77","612","-0.49","29","31.82","0","0.00","11","83.33","408","-17.41"
"2013","04","유럽","스위스","1,212","0.08","1,034","-3.72","16","-15.79","0","0.00","15","650.00","147","26.72"
"2013","04","유럽","포르투갈","577","-22.55","436","-34.73","12","50.00","0","0.00","0","-100.00","129","95.45"
"2013","04","유럽","오스트리아","878","8.26","650","4.17","4","-20.00","1","0.00","17","183.33","206","17.05"
"2013","04","유럽","핀란드","941","5.14","605","2.54","21","50.00","0","0.00","20","11.11","295","8.06"
"2013","04","유럽","벨기에","856","17.26","698","16.72","29","3.57","1","0.00","2","100.00","126","22.33"
"2013","04","유럽","크로아티아","642","61.31","175","15.89","26","225.00","0","0.00","0","0.00","441","84.52"
"2013","04","유럽","그리스","722","-1.50","390","10.80","25","-30.56","0","0.00","1","0.00","306","-11.30"
"2013","04","유럽","불가리아","805","32.40","197","30.46","5","66.67","0","0.00","2","100.00","601","32.67"
"2013","04","유럽","덴마크","791","7.47","634","12.01","58","61.11","4","0.00","9","800.00","86","-35.34"
"2013","04","유럽","아일랜드","572","2.51","356","-15.84","33","43.48","1","0.00","0","-100.00","182","63.96"
"2013","04","유럽","유럽 기타","2,693","26.79","1,657","13.42","54","-28.00","3","-40.00","17","41.67","962","68.48"
"2013","04","유럽 소계","","67,453","7.49","42,263","0.18","2,828","11.21","56","19.15","414","71.07","21,892","23.45"
"2013","04","오세아니아","오스트레일리아","10,458","-3.23","8,148","-12.63","354","4.12","45","4.65","9","800.00","1,902","73.38"
"2013","04","오세아니아","뉴질랜드","2,231","-13.69","1,634","-24.74","49","53.13","3","200.00","1","0.00","544","42.78"
"2013","04","오세아니아","오세아니아 기타","643","-4.32","483","-6.58","0","-100.00","2","-66.67","2","0.00","156","5.41"
"2013","04","오세아니아 소계","","13,332","-5.20","10,265","-14.56","403","8.04","50","0.00","12","1,100.00","2,602","60.02"
"2013","04","아프리카","남아프리카공화국","758","5.28","343","-23.09","25","47.06","0","0.00","2","0.00","388","50.97"
"2013","04","아프리카","아프리카 기타","2,545","-0.27","1,048","-2.96","716","-4.15","54","-41.94","107","114.00","620","6.53"
"2013","04","아프리카 소계","","3,303","0.95","1,391","-8.85","741","-3.01","54","-41.94","109","118.00","1,008","20.14"
"2013","04","기타","국적미상","25","66.67","19","58.33","5","150.00","0","-100.00","0","0.00","1","0.00"
"2013","04","기타 소계","","25","66.67","19","58.33","5","150.00","0","-100.00","0","0.00","1","0.00"
"2013","04","교포","교포","26,602","-8.44","0","0.00","0","0.00","0","0.00","0","0.00","26,602","-8.44"
"2013","04","교포 소계","","26,602","-8.44","0","0.00","0","0.00","0","0.00","0","0.00","26,602","-8.44"
"2013","04 소계","","","972,164","0.47","727,217","-5.99","20,386","3.12","2,341","-6.40","4,542","21.87","217,678","29.55"
"2013","05","아시아","중국","278,723","32.45","196,306","26.78","12,477","79.63","358","-15.17","3,668","13.70","65,914","46.46"
"2013","05","아시아","일본","222,936","-29.58","205,412","-32.98","3,997","108.83","64","-48.80","416","10.34","13,047","69.57"
"2013","05","아시아","대만","41,361","-1.01","36,493","-10.20","2,525","3,725.76","6","20.00","79","58.00","2,258","119.65"
"2013","05","아시아","홍콩","23,596","-2.75","22,566","-3.77","116","213.51","0","-100.00","40","135.29","874","15.30"
"2013","05","아시아","마카오","1,129","5.91","1,113","4.90","1","0.00","0","0.00","2","100.00","13","225.00"
"2013","05","아시아","필리핀","36,607","12.10","9,023","-11.46","248","-3.13","62","14.81","56","36.59","27,218","23.07"
"2013","05","아시아","인도네시아","14,882","6.86","6,933","-13.21","342","-47.55","21","-16.00","44","25.71","7,542","44.32"
"2013","05","아시아","태국","29,640","-7.99","21,994","-16.93","63","103.23","38","26.67","37","105.56","7,508","32.65"
"2013","05","아시아","베트남","9,100","-5.12","3,958","-10.00","621","27.78","28","-31.71","138","27.78","4,355","-4.45"
"2013","05","아시아","인도","10,010","14.56","2,150","-8.24","2,494","20.37","14","-12.50","45","36.36","5,307","24.17"
"2013","05","아시아","말레이시아","16,306","0.28","14,112","-4.63","126","96.88","6","50.00","43","126.32","2,019","46.73"
"2013","05","아시아","싱가포르","12,388","-10.72","10,741","-11.93","230","67.88","0","-100.00","29","141.67","1,388","-9.10"
"2013","05","아시아","몽골","5,059","-4.55","3,981","1.95","341","-25.22","23","35.29","128","24.27","586","-28.45"
"2013","05","아시아","우즈베키스탄","3,673","7.43","992","68.42","677","-35.59","1","0.00","16","14.29","1,987","12.58"
"2013","05","아시아","미얀마","5,776","-18.27","1,243","2.90","12","-45.45","13","0.00","10","42.86","4,498","-22.85"
"2013","05","아시아","GCC","1,367","8.66","1,039","4.95","122","12.96","60","33.33","72","278.95","74","-22.92"
"2013","05","아시아","카자흐스탄","1,047","3.46","628","8.65","127","-11.81","3","200.00","12","-33.33","277","2.21"
"2013","05","아시아","터키","1,607","-3.02","1,015","11.29","21","61.54","18","38.46","16","166.67","537","-24.68"
"2013","05","아시아","캄보디아","2,925","14.89","462","-22.48","66","-2.94","22","-64.52","21","90.91","2,354","30.13"
"2013","05","아시아","스리랑카","2,034","14.08","277","30.05","11","-42.11","9","125.00","7","0.00","1,730","12.34"
"2013","05","아시아","방글라데시","785","-2.12","162","1.89","114","4.59","29","-34.09","8","-50.00","472","-0.42"
"2013","05","아시아","파키스탄","696","-20.37","225","-18.18","200","-17.01","2","-66.67","15","87.50","254","-26.16"
"2013","05","아시아","이스라엘","949","-1.86","866","-1.37","1","0.00","9","50.00","0","0.00","73","-12.05"
"2013","05","아시아","이란","519","-38.80","188","-58.68","291","-17.80","0","-100.00","13","85.71","27","-12.90"
"2013","05","아시아","아시아 기타","4,798","6.36","1,434","-0.69","598","-22.34","61","-50.81","54","28.57","2,651","24.40"
"2013","05","아시아 소계","","727,913","-3.39","543,313","-11.95","25,821","61.22","847","-19.33","4,969","18.45","152,963","32.86"
"2013","05","아메리카","미국","65,251","0.43","50,073","-2.02","880","71.21","1,162","-6.14","128","52.38","13,008","8.12"
"2013","05","아메리카","캐나다","12,199","4.47","8,631","-3.65","142","91.89","9","28.57","31","55.00","3,386","29.34"
"2013","05","아메리카","브라질","1,640","5.06","1,159","16.48","30","-71.70","1","-88.89","24","300.00","426","-4.27"
"2013","05","아메리카","멕시코","933","13.23","510","-13.85","14","7.69","6","0.00","19","171.43","384","81.13"
"2013","05","아메리카","아메리카 기타","2,478","9.94","1,556","0.97","33","26.92","3","-92.86","29","93.33","857","36.03"
"2013","05","아메리카 소계","","82,501","1.49","61,929","-2.00","1,099","49.93","1,181","-8.87","231","75.00","18,061","13.33"
"2013","05","유럽","러시아","15,808","7.93","8,130","27.31","747","-4.11","13","-31.58","31","63.16","6,887","-7.48"
"2013","05","유럽","영국","9,892","25.18","7,104","9.43","552","62.83","5","0.00","14","366.67","2,217","108.56"
"2013","05","유럽","독일","8,511","-6.34","6,422","-5.54","216","7.46","6","-40.00","97","56.45","1,770","-12.16"
"2013","05","유럽","프랑스","6,519","9.18","4,830","8.78","335","43.16","27","-27.03","223","74.22","1,104","-2.47"
"2013","05","유럽","이탈리아","2,871","-0.79","1,992","-13.73","41","36.67","8","-42.86","14","16.67","816","54.25"
"2013","05","유럽","네덜란드","2,386","8.36","1,666","-3.64","55","-6.78","0","-100.00","26","116.67","639","59.35"
