측정 일자,측정 시,수소이온농도(pH),수온(℃),탁도(NTU),용존산소(mg/L),전기전도도(㎲/cm),화학적산소요구량(mg/L),질소총량(mg/L),인총량(mg/L),암모니아성질소(mg/L),질산성질소계(mg/L),유량(㎥),수위(cm),페놀(mg/L),시안(mg/L),염소(mg/L),유기탄소총량(mg/L),총산소요구량(mg/L),ABS(kg/㎠)
2018-04-04,23:00,6.59,16.1,62.2,6.83,297.25,3.3,5.21,0.11,0.63,1.93,821.29,13.59,0,0,0,0,0,0
2018-04-03,23:00,6.47,17.41,44.7,5.11,359.13,3.3,4.44,0.09,0.9,2.66,821.25,9.05,0,0,0,0,0,0
2018-04-02,23:00,6.51,16.98,60.08,6.45,370.33,3.3,4.85,0.1,0.3,2.07,821.29,9.26,0,0,0,0,0,0
2018-04-01,23:00,6.54,15.93,85.49,7.04,363.17,3.3,5.35,0.1,0.34,2.29,821.25,9.01,0,0,0,0,0,0
2018-03-31,23:00,6.47,16.13,66.56,6.99,360.71,3.3,5.25,0.09,1.44,3.21,821.25,9.12,0,0,0,0,0,0
2018-03-30,23:00,6.47,16.16,39.67,7.48,335.17,3.3,5.29,0.1,1.66,2.86,821.29,9.66,0,0,0,0,0,0
2018-03-29,23:00,6.46,16.13,15.03,8.1,318.33,3.3,5.63,0.1,1.31,2.42,821.25,9.48,0,0,0,0,0,0
2018-03-28,23:00,6.54,15.57,6.96,9.06,306.42,3.3,5.46,0.09,1.08,1.93,821.25,9.64,0,0,0,0,0,0
2018-03-27,23:00,6.53,14.78,75.19,9.63,308.08,3.3,1.71,0.07,0.77,2.66,821.29,9.68,0,0,0,0,0,0
2018-03-26,23:00,6.66,14.62,136.97,11.1,306.75,3.3,3.12,0.06,0.23,1.94,821.25,9.7,0,0,0,0,0,0
2018-03-25,23:00,6.79,13.93,96.51,11.83,313.42,3.3,3.63,0.08,0.18,2.66,821.29,9.2,0,0,0,0,0,0
2018-03-24,23:00,6.57,13.27,59.9,10.75,314.5,3.3,4.61,0.07,0.52,2.35,821.25,9.21,0,0,0,0,0,0
2018-03-23,23:00,6.59,13.21,4.72,10.28,304.71,3.3,4.04,0.21,0.76,2.18,821.29,10.01,0,0,0,0,0,0
2018-03-22,23:00,6.61,12.58,4.44,10.24,290.29,3.3,5.18,0.07,1.03,1.76,821.25,10.18,0,0,0,0,0,0
2018-03-21,23:00,6.67,11.55,6.53,8.09,384.08,7.84,5.46,0.07,0.47,2.02,821.25,10.71,0,0,0,0,0,0
2018-03-20,23:00,6.61,12.04,9.75,6.57,456.92,7.28,2.53,0.06,0.27,2.02,821.29,10.86,0,0,0,0,0,0
2018-03-19,23:00,6.72,12.04,7.94,7.24,427.29,6.66,0.63,0.04,0.19,1.86,821.29,11.78,0,0,0,0,0,0
2018-03-18,23:00,6.84,11.62,13.66,8.42,388,7.12,1,0.39,0.18,2.4,821.25,10.99,0,0,0,0,0,0
2018-03-17,23:00,6.68,10.81,126.43,8.66,367.42,8.95,3.75,0.06,0.23,2.75,821.25,11.98,0,0,0,0,0,0
2018-03-16,23:00,6.61,10.79,92.64,9.06,326.83,8.32,4.71,0.08,0.21,2.73,821.25,14.5,0,0,0,0,0,0
2018-03-15,23:00,6.68,11.46,60.27,8.71,282.33,8.33,4.85,0.09,0.52,1.74,821.29,25.78,0,0,0,0,0,0
2018-03-14,23:00,6.55,14.91,45.17,6.64,438.54,8.28,4.81,0.09,0.98,2.12,821.25,9.13,0,0,0,0,0,0
2018-03-13,23:00,6.63,13.62,71.4,7.17,476.63,8.3,2.1,0.07,1.14,2.04,821.29,9.31,0,0,0,0,0,0
2018-03-12,23:00,6.71,12.8,60.8,9.05,353.5,8.22,2.48,0.05,0.28,1.76,821.25,9.41,0,0,0,0,0,0
2018-03-11,23:00,6.75,12.28,62.71,10.13,341.46,8.17,3.21,0.06,0.23,2.23,821.25,8.9,0,0,0,0,0,0
2018-03-10,23:00,6.76,11.65,62.16,9.79,347.38,8.23,2.22,0.07,0.98,2.84,821.29,9.14,0,0,0,0,0,0
2018-03-09,23:00,6.62,12.17,37.81,9.82,352.58,8.22,3.19,0.06,0.74,2.82,821.29,9.92,0,0,0,0,0,0
2018-03-08,23:00,6.67,10.92,17.71,10.6,437.63,8.26,4.52,0.07,0.64,2.77,821.25,11.68,0,0,0,0,0,0
2018-03-07,23:00,6.53,11.68,8.07,9.28,321.13,8.37,4.57,0.09,0.37,2.7,821.25,9.57,0,0,0,0,0,0
2018-03-06,23:00,6.46,11.42,6.57,10.02,329.13,8.35,4.6,0.08,0.45,2.29,821.25,10,0,0,0,0,0,0
2018-03-05,23:00,6.5,10.05,11.13,11.04,329.46,8.35,4.26,0.08,0.23,2.05,821.29,14.05,0,0,0,0,0,0
2018-03-04,23:00,6.57,12.58,7.29,10.49,316.33,8.26,3.68,0.09,0.19,2.42,821.25,9.49,0,0,0,0,0,0
2018-03-03,23:00,6.52,11.83,7.06,10.46,324.71,8.27,3.82,0.08,0.19,2.17,821.29,8.39,0,0,0,0,0,0
2018-03-02,23:00,6.51,10.69,8.89,11.28,360,8.3,2.26,0.09,0.18,2.35,821.25,9.52,0,0,0,0,0,0
2018-03-01,23:00,6.49,9,16.22,11.5,462.33,8.4,3.85,0.08,0.44,1.99,821.29,11.29,0,0,0,0,0,0
2018-02-28,23:00,6.55,10.13,22.39,13.74,274.42,8.36,4.2,0.08,0.72,2.02,821.25,13.62,0,0,0,0,0,0
2018-02-27,23:00,6.49,12.59,7.67,11.52,331.29,8.24,3.07,0.1,0.87,0.9,821.25,8.89,0,0,0,0,0,0
2018-02-26,23:00,6.5,12.2,6.78,11.47,414.17,8.19,4.11,0.09,0.27,0.3,821.29,8.99,0,0,0,0,0,0
2018-02-25,23:00,6.48,11.68,5.12,11.39,435.83,8.28,4.08,0.09,0.21,1.46,821.25,8.14,0,0,0,0,0,0
2018-02-24,23:00,6.46,11.68,4.59,9.99,448.79,8.22,3.67,0.08,0.87,0.76,821.25,8.1,0,0,0,0,0,0
2018-02-23,23:00,6.44,11.69,4.86,9.4,847.38,8.18,0.24,0.04,0.99,2.33,821.29,8.93,0,0,0,0,0,0
2018-02-22,23:00,6.39,11.56,3.94,9.52,289.5,8.18,2.63,0.07,0.77,2.41,821.25,8.88,0,0,0,0,0,0
2018-02-21,23:00,6.48,11.14,4.88,7.12,265.46,8.03,3.99,0.09,0.83,1.4,821.29,8.6,0,0,0,0,0,0
2018-02-20,23:00,6.62,11.17,5.81,4.63,314.3,8.03,4.94,0.1,0.63,0.49,821.26,8.66,0,0,0,0,0,0
2018-02-19,23:00,6.67,11.44,8.02,5.53,301.42,7.92,4.58,0.1,0.22,1.71,821.25,8.67,0,0,0,0,0,0
2018-02-18,23:00,6.73,10.59,5.76,6.14,298.83,7.68,5.01,0.1,0.19,0.18,821.29,8.03,0,0,0,0,0,0
2018-02-17,23:00,6.83,10.59,5.11,6.67,299.42,7.47,4.65,0.1,0.19,1.37,821.25,7.61,0,0,0,0,0,0
2018-02-16,23:00,6.88,10.45,4.49,7.32,305.38,7.83,4.1,0.1,0.18,1.62,821.29,7.16,0,0,0,0,0,0
2018-02-15,23:00,6.66,10.78,4.31,6.98,304.21,7.99,4.81,0.1,0.4,2.42,821.25,7.74,0,0,0,0,0,0
2018-02-14,23:00,6.53,11.64,4.17,6.93,302.63,7.98,5.17,0.11,0.73,2.31,821.29,8.45,0,0,0,0,0,0
2018-02-13,23:00,6.5,10.93,4.89,7.43,450.75,7.82,5.36,0.11,1.42,1.93,821.25,8.82,0,0,0,0,0,0
2018-02-12,23:00,6.65,11.05,4.95,8.64,470.79,7.86,3.24,0.09,0.6,2.13,821.25,8.95,0,0,0,0,0,0
2018-02-11,23:00,6.72,10.31,4.32,9.68,482.75,7.81,3.79,0.09,0.48,2.61,821.29,8.02,0,0,0,0,0,0
2018-02-10,23:00,6.52,11.19,4.33,8.87,496.88,7.88,3.78,0.1,1.39,2.4,821.25,8.07,0,0,0,0,0,0
2018-02-09,23:00,6.46,11.39,4.19,9.42,460.25,7.9,2.3,0.09,1.41,2.38,821.29,8.73,0,0,0,0,0,0
2018-02-08,23:00,6.49,11.1,4.11,10.47,403.88,7.94,0.58,0.07,1.17,2.52,821.25,8.93,0,0,0,0,0,0
2018-02-07,23:00,6.48,10.73,12.01,9.84,272.79,7.78,1.88,0.05,0.67,1.65,821.25,8.99,0,0,0,0,0,0
2018-02-06,23:00,6.49,10.6,37.85,8.63,207.13,7.79,3.12,0.06,0.64,0.62,821.29,9.06,0,0,0,0,0,0
2018-02-05,23:00,6.57,10.64,32.18,9.72,193.08,7.71,0.6,0.05,0.44,0.62,821.25,8.92,0,0,0,0,0,0
2018-02-04,23:00,6.6,10.26,47.47,10.21,208.04,7.69,1.56,0.05,0.42,0.62,821.29,8.54,0,0,0,0,0,0
2018-02-03,23:00,6.5,10.66,39.45,9.5,220.38,7.8,3.92,0.09,0.72,0.62,821.25,8.31,0,0,0,0,0,0
2018-02-02,23:00,6.48,11.28,71.02,9.52,263.29,7.43,5.39,0.11,0.62,0.65,821.25,8.9,0,0,0,0,0,0
2018-02-01,23:00,6.45,11.06,104.28,10.47,222.17,7.19,5.41,0.1,0.58,0.73,821.29,9.05,0,0,0,0,0,0
2018-01-31,23:00,6.41,10.91,142.2,10.74,235.5,7.28,5.41,0.1,0.52,0.74,821.25,8.75,0,0,0,0,0,0
2018-01-30,23:00,6.42,10.58,116.58,11.04,236.29,7.16,5.41,0.1,0.54,1.28,821.29,8.86,0,0,0,0,0,0
2018-01-29,23:00,6.48,10.44,141.75,12.1,218.13,7.15,5.41,0.1,0.42,0.74,821.25,8.97,0,0,0,0,0,0
2018-01-28,23:00,6.51,10.76,146.15,10.25,233.08,7.03,5.41,0.1,0.4,0.73,821.25,8.24,0,0,0,0,0,0
2018-01-27,23:00,6.41,10.8,109.4,8.33,255.04,6.94,5.41,0.1,0.41,0.82,821.29,8.38,0,0,0,0,0,0
2018-01-26,23:00,6.4,11.01,48.16,8.08,259.67,6.97,5.41,0.1,0.42,1.77,821.25,8.98,0,0,0,0,0,0
2018-01-25,23:00,6.4,11.11,64.43,8,274.25,7.06,5.4,0.11,0.41,2.6,821.29,9.34,0,0,0,0,0,0
2018-01-24,23:00,6.4,11.16,69.11,7.73,346.21,7.07,5.3,0.1,0.42,1.51,821.25,9.32,0,0,0,0,0,0
2018-01-23,23:00,6.38,11.43,49.93,7.81,412.83,6.88,4.57,0.09,0.46,2.75,821.25,9.56,0,0,0,0,0,0
2018-01-22,23:00,6.45,11.82,59.6,8.19,262.04,6.73,3.6,0.27,0.4,2.63,821.29,9.22,0,0,0,0,0,0
2018-01-21,23:00,6.44,11.79,53.62,8.37,235.79,6.76,4.8,0.1,0.39,2.5,821.25,8.21,0,0,0,0,0,0
2018-01-20,23:00,6.36,12.03,39.09,7.42,248.79,6.58,3.68,0.09,0.38,2.78,821.29,7.96,0,0,0,0,0,0
2018-01-19,23:00,6.38,12.11,27.44,7.86,249.88,6.5,5.05,0.1,0.38,2.99,821.25,8.8,0,0,0,0,0,0
2018-01-18,23:00,6.4,12.05,19.77,8.36,249.5,6.33,3.29,0.07,0.37,2.84,821.29,8.84,0,0,0,0,0,0
2018-01-17,23:00,6.4,11.85,26.85,9.11,246.96,5.95,4.21,0.1,0.36,2.74,821.25,8.66,0,0,0,0,0,0
2018-01-16,23:00,6.41,11.5,34.18,10.05,398.58,5.78,4.8,0.08,0.32,3.49,821.25,8.76,0,0,0,0,0,0
2018-01-15,23:00,6.44,11.57,37.57,9.4,453.29,5.46,4.1,0.07,0.3,2.72,821.29,8.68,0,0,0,0,0,0
2018-01-14,23:00,6.44,11.15,51.56,9.62,447.21,5.47,4.48,0.18,0.3,2.83,821.25,8.31,0,0,0,0,0,0
2018-01-13,23:00,6.4,11.12,76.9,9.25,369,5.6,3.86,0.08,0.3,2.87,821.29,8.41,0,0,0,0,0,0
2018-01-12,23:00,6.4,11.3,141.47,10.25,398.17,5.51,5.25,0.09,0.3,3.07,821.25,8.99,0,0,0,0,0,0
2018-01-11,23:00,6.44,11,53.58,6.72,305.21,6.25,4.18,0.08,0.3,3.04,821.25,9.06,0,0,0,0,0,0
2018-01-10,23:00,6.51,11.33,31.19,3.29,265.71,5.85,5.38,0.08,0.3,3.75,821.29,9.09,0,0,0,0,0,0
2018-01-09,23:00,6.48,11.55,100.3,3.64,262.54,5.7,5.67,0.08,0.3,3.74,821.25,9.11,0,0,0,0,0,0
2018-01-08,23:00,6.63,11.78,109.17,3.93,228.88,5.64,5.01,0.08,0.5,2.57,821.25,8.95,0,0,0,0,0,0
2018-01-07,23:00,6.72,11.26,86.91,4.48,228.83,5.76,3.94,0.07,0.56,2.69,821.29,8.4,0,0,0,0,0,0
2018-01-06,23:00,6.53,11.2,165.15,3.02,307.38,5.72,5.04,0.07,0.56,3.38,821.29,8.36,0,0,0,0,0,0
2018-01-05,23:00,6.53,11.68,151.79,1.7,445.04,5.63,4.74,0.07,0.56,4.32,821.21,8.95,0,0,0,0,0,0
2018-01-04,23:00,6.49,11.81,128.63,2.51,448.29,6.02,4.12,0.07,0.56,4.74,821.29,9.12,0,0,0,0,0,0
2018-01-03,23:00,6.51,11.81,123.8,4.2,415.08,5.79,2.96,0.06,0.56,4.4,821.25,9.25,0,0,0,0,0,0
2018-01-02,23:00,6.67,11.4,122.24,6,403,5.64,5.45,0.08,0.55,3.3,821.29,9.06,0,0,0,0,0,0
2018-01-01,23:00,6.75,10.82,119.81,6.55,425.83,5.57,3.1,0.25,0.55,2.87,821.25,8.31,0,0,0,0,0,0
2017-12-31,23:00,6.7,11.28,112.52,6.46,569.79,5.47,3.39,0.19,0.55,2.95,821.29,8.37,0,0,0,0,0,0
2017-12-30,23:00,6.6,11.64,108.6,6.04,388.33,5.38,5.12,0.08,0.55,3.28,821.25,8.44,0,0,0,0,0,0
2017-12-29,23:00,6.5,11.8,103.49,5.95,379,5.41,3.81,0.07,0.53,3.36,821.25,8.84,0,0,0,0,0,0
2017-12-28,23:00,6.51,11.3,93.92,6.52,371.92,5.5,4.33,0.07,0.53,3.55,821.29,9.18,0,0,0,0,0,0
2017-12-27,23:00,6.48,10.85,78,6.71,362.63,5.38,5.3,0.09,0.53,3.94,821.25,9.39,0,0,0,0,0,0
2017-12-26,23:00,6.59,11.12,67.39,6.77,356.75,5.16,5.26,0.08,0.53,3.25,821.25,9.38,0,0,0,0,0,0
2017-12-25,23:00,6.57,10.73,59.73,7.11,391.17,5.05,5.05,0.08,0.53,2.5,821.29,9.12,0,0,0,0,0,0
2017-12-24,23:00,6.56,9.96,45.41,7.6,461.38,5.11,4.21,0.05,0.53,2.71,821.25,12.26,0,0,0,0,0,0
2017-12-23,23:00,6.5,12.45,21.03,6.93,318.33,5.53,5.49,0.09,0.52,3.81,821.29,8.29,0,0,0,0,0,0
2017-12-22,23:00,6.5,12.16,16.37,7.27,319.63,5.66,6.11,0.09,0.52,4.09,821.25,8.85,0,0,0,0,0,0
2017-12-21,23:00,6.49,12.22,21.52,7.63,331.5,5.64,5.25,0.08,0.52,3.33,821.25,8.91,0,0,0,0,0,0
2017-12-20,23:00,6.54,12.31,11.62,8.29,370.54,5.78,5.62,0.09,0.51,3.84,821.29,9.08,0,0,0,0,0,0
2017-12-19,23:00,6.58,11.9,5.93,8.79,412,5.73,4.06,0.07,0.51,3.9,821.25,9.28,0,0,0,0,0,0
2017-12-18,23:00,6.69,11.77,8.43,9.81,344,5.74,3.64,0.1,0.51,2.61,821.29,8.98,0,0,0,0,0,0
2017-12-17,23:00,6.7,11.61,75.86,9.86,257.83,5.64,3.65,0.08,0.51,2.31,821.25,8.62,0,0,0,0,0,0
2017-12-16,23:00,6.64,11.93,16.56,8.79,284,5.9,3.96,0.08,0.49,2.68,821.29,8.55,0,0,0,0,0,0
2017-12-15,23:00,6.57,11.84,24.87,9.9,257.54,5.85,4.4,0.08,0.72,2.22,821.25,9.13,0,0,0,0,0,0
2017-12-14,23:00,6.49,11.66,35.29,10.33,251.83,5.95,5.68,0.1,0.92,1.88,821.25,9.23,0,0,0,0,0,0
2017-12-13,23:00,6.51,12.16,22.54,9.83,303.71,5.89,5.37,0.09,0.94,1.88,821.29,9.37,0,0,0,0,0,0
2017-12-12,23:00,6.48,11.78,23.47,9.24,660.21,5.9,4.85,0.09,0.96,1.88,821.25,9.34,0,0,0,0,0,0
2017-12-11,23:00,6.5,11.39,20.51,10.88,880.83,5.83,4.59,0.07,0.89,1.88,821.29,9.61,0,0,0,0,0,0
2017-12-10,23:00,6.56,10.37,14.67,11.69,1465.08,5.8,4.15,0.05,0.94,1.88,821.25,10.48,0,0,0,0,0,0
2017-12-09,23:00,6.46,12.75,6.09,11.11,572.17,5.74,5.04,0.1,0.88,1.88,821.25,8.44,0,0,0,0,0,0
2017-12-08,23:00,6.45,13.36,4.6,10.72,597.13,5.74,4.72,0.09,0.87,1.88,821.29,9.24,0,0,0,0,0,0
2017-12-07,23:00,6.47,13.16,4.49,11.11,859.83,5.7,5.23,0.09,0.86,1.88,821.25,9.24,0,0,0,0,0,0
2017-12-06,23:00,6.49,13.34,4.29,11.49,599.79,5.1,3.46,0.08,0.85,1.8,821.29,9.15,0,0,0,0,0,0
2017-12-05,23:00,6.5,13.03,4.15,11.5,552.29,5.68,4.08,0.09,0.85,1.76,821.25,9.16,0,0,0,0,0,0
2017-12-04,23:00,6.64,13.88,4.31,6.83,417.46,5.41,4.42,0.09,0.97,1.33,821.25,9.11,0,0,0,0,0,0
2017-12-03,23:00,6.73,12.81,5.54,4.34,355.17,5.38,4.44,0.09,1.04,2.12,821.29,8.64,0,0,0,0,0,0
2017-12-02,23:00,6.6,14.17,17.01,5.38,244.58,5.45,3.33,0.06,1.03,2.63,821.25,8.46,0,0,0,0,0,0
2017-12-01,23:00,6.61,13.98,22.65,5.89,236.75,5.35,2.52,0.05,1.01,2.51,821.29,9.24,0,0,0,0,0,0
2017-11-30,23:00,6.6,14.25,17.5,6.4,240.63,5.3,2.63,0.32,1.01,2.56,821.25,9.2,0,0,0,0,0,0
2017-11-29,23:00,6.6,14.61,13.6,6.72,300.92,5.24,1.5,0.19,0.98,1.51,821.25,9.05,0,0,0,0,0,0
2017-11-28,23:00,6.57,14.43,8.66,7.6,412.42,5.08,2.6,0.05,0.96,0.11,821.29,9.07,0,0,0,0,0,0
2017-11-27,23:00,6.63,14.03,5.79,7.45,380.04,5.03,2.93,0.05,0.96,1.58,821.25,9.39,0,0,0,0,0,0
2017-11-26,23:00,6.6,13.54,10.19,7.61,500.71,5.11,3.68,0.07,0.94,0.4,821.29,9.37,0,0,0,0,0,0
2017-11-25,23:00,6.68,12.7,21.75,8.5,629.96,5.41,3.4,0.06,0.93,2.1,821.25,13.17,0,0,0,0,0,0
2017-11-24,23:00,6.59,14.81,4.03,7.9,651.29,5.32,2.91,0.06,0.92,3.62,821.25,9.01,0,0,0,0,0,0
2017-11-23,23:00,6.6,14.91,4.03,7.3,541.46,5.29,3.21,0.06,0.91,3.44,821.29,8.96,0,0,0,0,0,0
2017-11-22,23:00,6.67,14.83,4.43,4.25,552.33,5.23,4.82,0.08,0.89,0.96,821.25,8.89,0,0,0,0,0,0
2017-11-21,23:00,6.7,14.56,4.15,3.98,550.08,5.27,4.8,0.07,0.88,0,821.29,8.95,0,0,0,0,0,0
2017-11-20,23:00,6.78,14.96,4.2,4.52,550.58,4.94,3.96,0.07,0.87,0,821.25,8.99,0,0,0,0,0,0
2017-11-19,23:00,6.86,14,4.24,5.36,563.17,5.11,3.82,0.06,0.85,0,821.25,8.47,0,0,0,0,0,0
2017-11-18,23:00,6.71,15.7,5.9,5.03,550.33,5.31,4.3,0.08,0.84,0,821.29,8.36,0,0,0,0,0,0
2017-11-17,23:00,6.7,15.43,48.81,5.66,538.38,5.35,4.04,0.08,0.82,0.63,821.25,8.89,0,0,0,0,0,0
2017-11-16,23:00,6.69,16.33,6.63,7.4,552.21,5.39,4.48,0.09,0.8,3.78,821.29,9.14,0,0,0,0,0,0
2017-11-15,23:00,6.7,16.85,6.61,8.36,549.08,5.49,4.5,0.09,0.77,3.97,821.25,8.79,0,0,0,0,0,0
2017-11-14,23:00,6.67,17.54,16.83,9.58,544.17,5.3,4.7,0.11,0.75,4.8,821.29,8.84,0,0,0,0,0,0
2017-11-13,23:00,6.76,17.04,14.16,10.47,543.96,5.3,4.19,0.09,0.71,4.55,821.25,8.82,0,0,0,0,0,0
2017-11-12,23:00,6.84,16.66,9.68,11.87,536.17,5.3,4.34,0.1,0.67,3.83,821.25,8.17,0,0,0,0,0,0
2017-11-11,23:00,6.79,16.71,6.85,12.12,523.96,5.3,4.58,0.11,0.62,3.5,821.29,8.42,0,0,0,0,0,0
2017-11-10,23:00,6.78,17.14,8.07,12.77,520.96,5.3,4.23,0.11,0.49,3.63,821.25,9.83,0,0,0,0,0,0
2017-11-09,23:00,6.75,18.11,4.6,13.65,536.46,5.3,4.64,0.11,0.39,3.77,821.29,8.6,0,0,0,0,0,0
2017-11-08,23:00,6.7,19.11,4.33,13.62,537.71,5.3,4.02,0.12,0.39,3.71,821.25,8.41,0,0,0,0,0,0
2017-11-07,23:00,6.69,19,4.29,13.98,533.79,5.3,4.92,0.12,0.38,4.06,821.25,8.51,0,0,0,0,0,0
2017-11-06,23:00,6.74,18.43,4.26,14.5,532.33,5.3,5,0.12,0.39,4.49,821.29,8.61,0,0,0,0,0,0
2017-11-05,23:00,6.84,17.69,4.04,14.92,542.38,5.3,4.34,0.1,0.45,3.59,821.25,8.13,0,0,0,0,0,0
2017-11-04,23:00,6.8,18.01,4.04,14.21,562.33,5.3,4.61,0.12,0.44,3.27,821.29,8.11,0,0,0,0,0,0
2017-11-03,23:00,6.68,19.58,4.13,12.28,563.71,5.3,4.37,0.13,0.44,3.51,821.25,8.53,0,0,0,0,0,0
2017-11-02,23:00,6.69,19.75,4.3,8.32,557.13,5.3,4.11,0.13,0.44,3.42,821.25,8.55,0,0,0,0,0,0
2017-11-01,23:00,6.75,18.98,4.13,7.88,553.54,5.3,3.69,0.11,0.43,3.58,821.29,8.56,0,0,0,0,0,0
2017-10-31,23:00,6.73,18.64,4.47,8.76,526.92,5.3,4.6,0.11,0.43,4.14,821.25,8.69,0,0,0,0,0,0
2017-10-30,23:00,6.8,18.63,4.28,9.82,532.58,5.3,4.62,0.11,0.41,3.96,821.29,8.88,0,0,0,0,0,0
2017-10-29,23:00,6.82,19.39,4.18,10.75,535.71,5.3,4.05,0.13,0.42,3.4,821.25,8.04,0,0,0,0,0,0
2017-10-28,23:00,6.73,19.88,4.24,11.3,553.63,5.3,4.6,0.15,0.41,3.05,821.25,7.87,0,0,0,0,0,0
2017-10-27,23:00,6.75,20.21,4.57,12,537.71,5.3,4.12,0.14,0.41,3.45,821.29,8.39,0,0,0,0,0,0
2017-10-26,23:00,6.76,19.9,4.4,12.22,538.46,5.3,4.44,0.14,0.4,3.25,821.25,8.61,0,0,0,0,0,0
2017-10-25,23:00,6.76,19.63,4.62,13.24,539.17,5.23,4.28,0.13,0.4,3.05,821.29,8.46,0,0,0,0,0,0
2017-10-24,23:00,6.78,20.01,4.66,13.87,541.71,5.25,4.75,0.15,0.39,3.61,821.25,8.82,0,0,0,0,0,0
2017-10-23,23:00,6.78,19.88,4.63,14.26,526.29,5.2,4.43,0.14,0.39,3.81,821.25,8.76,0,0,0,0,0,0
2017-10-22,23:00,6.78,20.23,4.57,14.12,544.08,5.16,4.59,0.15,0.39,3.19,821.29,7.9,0,0,0,0,0,0
2017-10-21,23:00,6.75,20.29,4.4,13.81,533.42,5.31,4.08,0.15,0.39,2.73,821.29,8.08,0,0,0,0,0,0
2017-10-20,23:00,6.64,20.6,4.4,13.18,533.33,5.34,4.45,0.16,0.39,3.2,821.25,8.73,0,0,0,0,0,0
2017-10-19,23:00,6.63,20.72,4.4,12.61,535.79,5.13,4.54,0.17,0.39,3.22,821.25,8.66,0,0,0,0,0,0
2017-10-18,23:00,6.63,20.47,39.59,8.48,521.58,4.75,4.59,0.15,0.38,3.13,821.29,8.72,0,0,0,0,0,0
2017-10-17,23:00,6.6,20.6,71.05,4.74,529.17,4.66,3.82,0.13,0.37,3.55,821.25,8.79,0,0,0,0,0,0
2017-10-16,23:00,6.62,20.23,58.14,5.46,510.71,4.55,4.47,0.14,0.37,3.41,821.29,9.25,0,0,0,0,0,0
2017-10-15,23:00,6.67,19.96,33.3,6.06,530.63,4.71,4.41,0.14,0.37,2.74,821.25,8.62,0,0,0,0,0,0
2017-10-14,23:00,6.6,20.05,13.44,6.46,537.25,4.65,4.04,0.13,0.37,2.51,821.29,8.52,0,0,0,0,0,0
2017-10-13,23:00,6.58,20.3,6.39,6.93,524.71,4.68,4.12,0.13,0.37,2.6,821.25,9.27,0,0,0,0,0,0
2017-10-12,23:00,6.49,20.66,26.18,6.81,499.33,4.69,4.08,0.15,0.37,2.49,821.25,9.33,0,0,0,0,0,0
2017-10-11,23:00,6.36,20.94,25.17,6.9,407,4.74,4.34,0.18,0.37,2.11,821.29,14.03,0,0,0,0,0,0
2017-10-10,23:00,6.42,22.41,4.96,7.49,532.63,4.74,4.23,0.18,0.37,3.06,821.25,8.48,0,0,0,0,0,0
2017-10-09,23:00,6.4,22.46,4.5,7.86,538.46,5.35,4.65,0.22,0.36,3.13,821.29,7.99,0,0,0,0,0,0
2017-10-08,23:00,6.31,22.24,4.52,7.82,561.46,4.98,4.04,0.57,0.36,2.25,821.25,7.75,0,0,0,0,0,0
2017-10-07,23:00,6.29,21.87,4.32,8.9,553.75,4.64,4.15,0.26,0.36,2.32,821.25,7.62,0,0,0,0,0,0
2017-10-06,23:00,6.35,20.96,10.22,8.95,558,4.55,4.85,0.27,0.36,3.61,821.29,7.59,0,0,0,0,0,0
2017-10-05,23:00,6.55,20.85,18.25,8.96,553.75,4.51,5.01,0.2,0.36,4.1,821.25,7.54,0,0,0,0,0,0
2017-10-04,23:00,6.47,20.9,14.16,9.34,552,4.55,4.72,0.16,0.36,3.06,821.29,7.33,0,0,0,0,0,0
2017-10-03,23:00,6.58,21.42,12.1,9.02,542.46,4.53,4.61,0.17,0.36,2.65,821.25,7.58,0,0,0,0,0,0
2017-10-02,23:00,6.66,21.44,10.65,8.85,508.83,4.85,4.31,0.17,0.36,2.91,821.25,9.56,0,0,0,0,0,0
2017-10-01,23:00,6.7,21.45,7.82,9.01,575.13,5.05,4.61,0.17,0.36,2.71,821.29,8.36,0,0,0,0,0,0
2017-09-30,23:00,6.64,21.97,5.8,9.29,575.92,5.11,4.28,0.15,0.35,2.59,821.25,8.06,0,0,0,0,0,0
2017-09-29,23:00,6.58,21.87,4.71,8.92,565.96,5.01,4.35,0.15,0.35,2.72,821.29,8.71,0,0,0,0,0,0
2017-09-28,23:00,6.59,22.83,4.53,8.48,560.54,5.05,4.6,0.18,0.36,1.71,821.25,8.77,0,0,0,0,0,0
2017-09-27,23:00,6.67,23.39,9.78,7.44,546.21,5.91,4.83,0.16,0.36,1.58,821.29,8.95,0,0,0,0,0,0
2017-09-26,23:00,6.7,23.16,11.25,6.71,551.71,6.9,4.11,0.12,0.35,2.46,821.25,8.96,0,0,0,0,0,0
2017-09-25,23:00,6.76,23.05,6.87,7.65,542.42,6.72,4.93,0.15,0.34,2.62,821.29,8.98,0,0,0,0,0,0
2017-09-24,23:00,6.79,22.56,5.07,7.94,550.83,6.59,4.33,0.13,0.33,2.23,821.25,8.48,0,0,0,0,0,0
2017-09-23,23:00,6.67,22.42,4.52,7.53,556.42,6.56,5.21,0.15,0.32,2.21,821.29,8.46,0,0,0,0,0,0
2017-09-22,23:00,6.68,22.37,4.4,7.25,551,6.46,4.81,0.14,0.32,2.3,821.25,9.26,0,0,0,0,0,0
